"Step","rule_based-run236  n=100 - GDP","rule_based-run236  n=100 - GDP__MIN","rule_based-run236  n=100 - GDP__MAX","independent_ppo-run5  n=100 - GDP","independent_ppo-run5  n=100 - GDP__MIN","independent_ppo-run5  n=100 - GDP__MAX","independent_ppo-run4  n=10 - GDP","independent_ppo-run4  n=10 - GDP__MIN","independent_ppo-run4  n=10 - GDP__MAX","bmfac-run106  n=100 - GDP","bmfac-run106  n=100 - GDP__MIN","bmfac-run106  n=100 - GDP__MAX","maddpg-run36  n=100 - GDP","maddpg-run36  n=100 - GDP__MIN","maddpg-run36  n=100 - GDP__MAX","bmfac-run112  n=10 - GDP","bmfac-run112  n=10 - GDP__MIN","bmfac-run112  n=10 - GDP__MAX","rule_based-run235  n=10 - GDP","rule_based-run235  n=10 - GDP__MIN","rule_based-run235  n=10 - GDP__MAX","maddpg-run35  n=10 - GDP","maddpg-run35  n=10 - GDP__MIN","maddpg-run35  n=10 - GDP__MAX"
"19","746748.0466836015","746748.0466836015","746748.0466836015","659509.5828520715","659509.5828520715","659509.5828520715","261715.28585257637","261715.28585257637","261715.28585257637","562138.780474847","562138.780474847","562138.780474847","3391847.8096098783","3391847.8096098783","3391847.8096098783","522628.54074328335","522628.54074328335","522628.54074328335","8975415.882636528","8975415.882636528","8975415.882636528","3746936.5936424807","3746936.5936424807","3746936.5936424807"
"20","937975.8764003861","937975.8764003861","937975.8764003861","644483.3777385097","644483.3777385097","644483.3777385097","241018.49346931136","241018.49346931136","241018.49346931136","589638.7511600457","589638.7511600457","589638.7511600457","3582074.6620968916","3582074.6620968916","3582074.6620968916","423068.29561092926","423068.29561092926","423068.29561092926","8125176.587685085","8125176.587685085","8125176.587685085","4613978.800762102","4613978.800762102","4613978.800762102"
"21","743298.5360361936","743298.5360361936","743298.5360361936","683389.6866773727","683389.6866773727","683389.6866773727","193182.1003919069","193182.1003919069","193182.1003919069","587951.9894243146","587951.9894243146","587951.9894243146","3278346.5966177285","3278346.5966177285","3278346.5966177285","401211.52412637806","401211.52412637806","401211.52412637806","8509041.10836233","8509041.10836233","8509041.10836233","692225.0085708344","692225.0085708344","692225.0085708344"
"22","741629.0706778715","741629.0706778715","741629.0706778715","673009.5804530971","673009.5804530971","673009.5804530971","305925.19324273436","305925.19324273436","305925.19324273436","598687.3075418802","598687.3075418802","598687.3075418802","3196492.3833934315","3196492.3833934315","3196492.3833934315","563319.4536436357","563319.4536436357","563319.4536436357","7622761.301189292","7622761.301189292","7622761.301189292","334571.6870262233","334571.6870262233","334571.6870262233"
"23","768791.1879895376","768791.1879895376","768791.1879895376","697491.4124220627","697491.4124220627","697491.4124220627","184958.63291037988","184958.63291037988","184958.63291037988","536603.1470141333","536603.1470141333","536603.1470141333","3593523.7813324784","3593523.7813324784","3593523.7813324784","547001.1678789877","547001.1678789877","547001.1678789877","7679482.672518095","7679482.672518095","7679482.672518095","3572938.3473413954","3572938.3473413954","3572938.3473413954"
"24","764165.6704155093","764165.6704155093","764165.6704155093","688226.1041864931","688226.1041864931","688226.1041864931","303949.1946066027","303949.1946066027","303949.1946066027","541818.4480410684","541818.4480410684","541818.4480410684","3380712.0015941923","3380712.0015941923","3380712.0015941923","410872.3817289787","410872.3817289787","410872.3817289787","8912818.139762746","8912818.139762746","8912818.139762746","1577422.2628277352","1577422.2628277352","1577422.2628277352"
"25","757167.4708430135","757167.4708430135","757167.4708430135","694331.437845709","694331.437845709","694331.437845709","190185.400038384","190185.400038384","190185.400038384","521290.4250865642","521290.4250865642","521290.4250865642","3270685.2382571613","3270685.2382571613","3270685.2382571613","413858.7647509563","413858.7647509563","413858.7647509563","7716626.155611934","7716626.155611934","7716626.155611934","379611.4410506483","379611.4410506483","379611.4410506483"
"26","753631.1327110858","753631.1327110858","753631.1327110858","678025.4085868971","678025.4085868971","678025.4085868971","152420.69488712828","152420.69488712828","152420.69488712828","567221.5309097336","567221.5309097336","567221.5309097336","3673460.89839661","3673460.89839661","3673460.89839661","413069.58758484584","413069.58758484584","413069.58758484584","7228599.978759566","7228599.978759566","7228599.978759566","11937811.32201317","11937811.32201317","11937811.32201317"
"27","759788.3382754921","759788.3382754921","759788.3382754921","687753.0098652651","687753.0098652651","687753.0098652651","187771.44706586216","187771.44706586216","187771.44706586216","557680.1271506922","557680.1271506922","557680.1271506922","3188388.5835898486","3188388.5835898486","3188388.5835898486","394665.76579551457","394665.76579551457","394665.76579551457","7252219.601746243","7252219.601746243","7252219.601746243","962017.0001058477","962017.0001058477","962017.0001058477"
"28","719173.881657696","719173.881657696","719173.881657696","705048.5598674185","705048.5598674185","705048.5598674185","230433.24754874833","230433.24754874833","230433.24754874833","545371.0028545845","545371.0028545845","545371.0028545845","3411672.8087743204","3411672.8087743204","3411672.8087743204","388096.3938307591","388096.3938307591","388096.3938307591","7770890.0179433655","7770890.0179433655","7770890.0179433655","2484108.0109374924","2484108.0109374924","2484108.0109374924"
"29","735813.0607953605","735813.0607953605","735813.0607953605","685029.2164591515","685029.2164591515","685029.2164591515","284299.8986600886","284299.8986600886","284299.8986600886","562116.025483598","562116.025483598","562116.025483598","3487059.3797139423","3487059.3797139423","3487059.3797139423","402823.92138671","402823.92138671","402823.92138671","7716609.528737475","7716609.528737475","7716609.528737475","2319848.523137815","2319848.523137815","2319848.523137815"
"30","1037694.054846441","1037694.054846441","1037694.054846441","662618.1639179562","662618.1639179562","662618.1639179562","301719.3309792956","301719.3309792956","301719.3309792956","558892.8832850732","558892.8832850732","558892.8832850732","3446489.4641291155","3446489.4641291155","3446489.4641291155","433618.7842970321","433618.7842970321","433618.7842970321","8507436.707142832","8507436.707142832","8507436.707142832","361392.6132780311","361392.6132780311","361392.6132780311"
"31","743445.598403344","743445.598403344","743445.598403344","707105.2002023178","707105.2002023178","707105.2002023178","212664.95864078923","212664.95864078923","212664.95864078923","580183.1876223473","580183.1876223473","580183.1876223473","3440858.470001375","3440858.470001375","3440858.470001375","419289.55279507895","419289.55279507895","419289.55279507895","8787238.615753138","8787238.615753138","8787238.615753138","357749.6100982859","357749.6100982859","357749.6100982859"
"32","804394.9956670664","804394.9956670664","804394.9956670664","731148.6304778289","731148.6304778289","731148.6304778289","202525.88619536682","202525.88619536682","202525.88619536682","598053.0440749569","598053.0440749569","598053.0440749569","3377317.742895554","3377317.742895554","3377317.742895554","412801.9785954113","412801.9785954113","412801.9785954113","8184213.534323562","8184213.534323562","8184213.534323562","369456.1516893095","369456.1516893095","369456.1516893095"
"33","744228.3738150434","744228.3738150434","744228.3738150434","654940.9948084425","654940.9948084425","654940.9948084425","173206.40959792535","173206.40959792535","173206.40959792535","566517.301112177","566517.301112177","566517.301112177","3625590.5784771075","3625590.5784771075","3625590.5784771075","404173.57664178096","404173.57664178096","404173.57664178096","7940953.927969053","7940953.927969053","7940953.927969053","345811.9383495815","345811.9383495815","345811.9383495815"
"34","755621.4812265435","755621.4812265435","755621.4812265435","684112.1668496497","684112.1668496497","684112.1668496497","232619.04092656652","232619.04092656652","232619.04092656652","601469.5228844597","601469.5228844597","601469.5228844597","3551530.88236422","3551530.88236422","3551530.88236422","386255.59387837525","386255.59387837525","386255.59387837525","7072681.582267596","7072681.582267596","7072681.582267596","357197.9473105374","357197.9473105374","357197.9473105374"
"35","737318.8402916157","737318.8402916157","737318.8402916157","679126.7225380908","679126.7225380908","679126.7225380908","274870.9123555191","274870.9123555191","274870.9123555191","602017.123072835","602017.123072835","602017.123072835","3495360.4458012497","3495360.4458012497","3495360.4458012497","401703.41126756236","401703.41126756236","401703.41126756236","6938806.954878093","6938806.954878093","6938806.954878093","366359.0175719027","366359.0175719027","366359.0175719027"
"36","754557.9238437733","754557.9238437733","754557.9238437733","722011.753533205","722011.753533205","722011.753533205","215675.60858446776","215675.60858446776","215675.60858446776","605851.2667663468","605851.2667663468","605851.2667663468","3492432.777205671","3492432.777205671","3492432.777205671","392430.8202582099","392430.8202582099","392430.8202582099","8587055.566484757","8587055.566484757","8587055.566484757","346147.932756259","346147.932756259","346147.932756259"
"37","742021.728503794","742021.728503794","742021.728503794","718072.647239794","718072.647239794","718072.647239794","141819.67905286964","141819.67905286964","141819.67905286964","589953.3950647123","589953.3950647123","589953.3950647123","3335803.7957102763","3335803.7957102763","3335803.7957102763","488934.2791182043","488934.2791182043","488934.2791182043","8302815.354689298","8302815.354689298","8302815.354689298","3134544.151683911","3134544.151683911","3134544.151683911"
"38","739327.7269712526","739327.7269712526","739327.7269712526","694556.0310686469","694556.0310686469","694556.0310686469","354472.60079122044","354472.60079122044","354472.60079122044","632403.9670464057","632403.9670464057","632403.9670464057","3544608.828745514","3544608.828745514","3544608.828745514","371725.76455168554","371725.76455168554","371725.76455168554","8288742.177795324","8288742.177795324","8288742.177795324","338827.0293713206","338827.0293713206","338827.0293713206"
"39","747435.1021097664","747435.1021097664","747435.1021097664","685815.7035073476","685815.7035073476","685815.7035073476","311149.9053575214","311149.9053575214","311149.9053575214","671233.5742942935","671233.5742942935","671233.5742942935","3793275.845612498","3793275.845612498","3793275.845612498","355635.75251331076","355635.75251331076","355635.75251331076","9746661.520407466","9746661.520407466","9746661.520407466","2449524.588022183","2449524.588022183","2449524.588022183"
"40","739187.4047458208","739187.4047458208","739187.4047458208","705352.13850466","705352.13850466","705352.13850466","249941.1190281919","249941.1190281919","249941.1190281919","630380.8534036849","630380.8534036849","630380.8534036849","3555826.126067756","3555826.126067756","3555826.126067756","366322.83231950237","366322.83231950237","366322.83231950237","9822158.72156238","9822158.72156238","9822158.72156238","350169.18218785385","350169.18218785385","350169.18218785385"
"41","700392.2729566073","700392.2729566073","700392.2729566073","686243.7178823987","686243.7178823987","686243.7178823987","196223.60398546804","196223.60398546804","196223.60398546804","640413.3327559084","640413.3327559084","640413.3327559084","3359700.2149898647","3359700.2149898647","3359700.2149898647","368172.75013399764","368172.75013399764","368172.75013399764","7546206.820082919","7546206.820082919","7546206.820082919","343142.7763303315","343142.7763303315","343142.7763303315"
"42","748180.2316666417","748180.2316666417","748180.2316666417","690642.1226767586","690642.1226767586","690642.1226767586","236027.2937680833","236027.2937680833","236027.2937680833","639864.0134454318","639864.0134454318","639864.0134454318","3472882.699667369","3472882.699667369","3472882.699667369","349902.91125492105","349902.91125492105","349902.91125492105","9179133.146688275","9179133.146688275","9179133.146688275","2661234.891503219","2661234.891503219","2661234.891503219"
"43","705160.3856964218","705160.3856964218","705160.3856964218","660595.1501851509","660595.1501851509","660595.1501851509","319778.2326184264","319778.2326184264","319778.2326184264","665181.4397328071","665181.4397328071","665181.4397328071","3526742.4595712796","3526742.4595712796","3526742.4595712796","491240.1515498808","491240.1515498808","491240.1515498808","7530773.0971325515","7530773.0971325515","7530773.0971325515","331266.54066112207","331266.54066112207","331266.54066112207"
"44","744869.0708716055","744869.0708716055","744869.0708716055","689543.2527064362","689543.2527064362","689543.2527064362","234818.05490955064","234818.05490955064","234818.05490955064","652448.6035913795","652448.6035913795","652448.6035913795","3557482.200992845","3557482.200992845","3557482.200992845","352032.62519708055","352032.62519708055","352032.62519708055","7991881.778551124","7991881.778551124","7991881.778551124","960121.7489777317","960121.7489777317","960121.7489777317"
"45","728805.1041040653","728805.1041040653","728805.1041040653","718086.3059679195","718086.3059679195","718086.3059679195","198742.262778753","198742.262778753","198742.262778753","675155.4397140989","675155.4397140989","675155.4397140989","3620146.5063599385","3620146.5063599385","3620146.5063599385","344860.83629986836","344860.83629986836","344860.83629986836","7615296.856402072","7615296.856402072","7615296.856402072","4610479.370841032","4610479.370841032","4610479.370841032"
"46","741579.7299782137","741579.7299782137","741579.7299782137","686509.2821442707","686509.2821442707","686509.2821442707","247344.127568054","247344.127568054","247344.127568054","624038.5657403282","624038.5657403282","624038.5657403282","3275362.2538559157","3275362.2538559157","3275362.2538559157","380995.80646813364","380995.80646813364","380995.80646813364","8945782.573956508","8945782.573956508","8945782.573956508","361341.55325863726","361341.55325863726","361341.55325863726"
"47","760035.5872266636","760035.5872266636","760035.5872266636","718191.0364381422","718191.0364381422","718191.0364381422","226829.84764411495","226829.84764411495","226829.84764411495","648780.5169587673","648780.5169587673","648780.5169587673","3600225.737043246","3600225.737043246","3600225.737043246","390543.3284316393","390543.3284316393","390543.3284316393","8280942.088436531","8280942.088436531","8280942.088436531","336845.57170457125","336845.57170457125","336845.57170457125"
"48","1167794.1394628128","1167794.1394628128","1167794.1394628128","687655.0177613936","687655.0177613936","687655.0177613936","180900.9535864494","180900.9535864494","180900.9535864494","629875.6788781122","629875.6788781122","629875.6788781122","3598580.7007255526","3598580.7007255526","3598580.7007255526","526743.6419861298","526743.6419861298","526743.6419861298","8325392.679798364","8325392.679798364","8325392.679798364","341846.79251635895","341846.79251635895","341846.79251635895"
"49","746175.4511286276","746175.4511286276","746175.4511286276","664354.1622475282","664354.1622475282","664354.1622475282","195312.2871752423","195312.2871752423","195312.2871752423","666348.0707813316","666348.0707813316","666348.0707813316","3325290.681607591","3325290.681607591","3325290.681607591","395339.1569854549","395339.1569854549","395339.1569854549","8245280.503609768","8245280.503609768","8245280.503609768","403026.0571531161","403026.0571531161","403026.0571531161"
"50","1255263.293683294","1255263.293683294","1255263.293683294","679059.9075571941","679059.9075571941","679059.9075571941","269732.3829602949","269732.3829602949","269732.3829602949","596664.9763234967","596664.9763234967","596664.9763234967","3522384.2340788417","3522384.2340788417","3522384.2340788417","498414.7643358533","498414.7643358533","498414.7643358533","8695769.371859299","8695769.371859299","8695769.371859299","328639.6688766193","328639.6688766193","328639.6688766193"
"51","764445.3254436229","764445.3254436229","764445.3254436229","681205.3562386654","681205.3562386654","681205.3562386654","168063.0061954052","168063.0061954052","168063.0061954052","619214.7631386134","619214.7631386134","619214.7631386134","3453885.860481081","3453885.860481081","3453885.860481081","378213.3802505009","378213.3802505009","378213.3802505009","7827928.430227201","7827928.430227201","7827928.430227201","356806.58352711133","356806.58352711133","356806.58352711133"
"52","754151.2108769215","754151.2108769215","754151.2108769215","639461.1049641699","639461.1049641699","639461.1049641699","244587.74431759006","244587.74431759006","244587.74431759006","591818.5795795037","591818.5795795037","591818.5795795037","3288817.7648766506","3288817.7648766506","3288817.7648766506","390737.05309929047","390737.05309929047","390737.05309929047","8778490.789306045","8778490.789306045","8778490.789306045","11151080.66512631","11151080.66512631","11151080.66512631"
"53","751312.6297986155","751312.6297986155","751312.6297986155","660954.7012827437","660954.7012827437","660954.7012827437","237173.99156890588","237173.99156890588","237173.99156890588","611215.2997581396","611215.2997581396","611215.2997581396","3244887.3777161143","3244887.3777161143","3244887.3777161143","380763.00514425355","380763.00514425355","380763.00514425355","8318335.205368939","8318335.205368939","8318335.205368939","353870.2892549569","353870.2892549569","353870.2892549569"
"54","722378.7515230597","722378.7515230597","722378.7515230597","680573.1656747194","680573.1656747194","680573.1656747194","211701.56685937967","211701.56685937967","211701.56685937967","594720.8450119991","594720.8450119991","594720.8450119991","3276523.348367952","3276523.348367952","3276523.348367952","390107.8634164302","390107.8634164302","390107.8634164302","37282243.61408947","37282243.61408947","37282243.61408947","353063.42626892857","353063.42626892857","353063.42626892857"
"55","776708.8978121239","776708.8978121239","776708.8978121239","689086.1251333527","689086.1251333527","689086.1251333527","219869.00776179196","219869.00776179196","219869.00776179196","625065.7014017634","625065.7014017634","625065.7014017634","3279103.93446306","3279103.93446306","3279103.93446306","373888.61228795076","373888.61228795076","373888.61228795076","7879751.445443697","7879751.445443697","7879751.445443697","342229.80752344464","342229.80752344464","342229.80752344464"
"56","741351.7925799106","741351.7925799106","741351.7925799106","701132.7792140158","701132.7792140158","701132.7792140158","252593.64915484207","252593.64915484207","252593.64915484207","611730.77284956","611730.77284956","611730.77284956","3465320.388016262","3465320.388016262","3465320.388016262","400521.3158158391","400521.3158158391","400521.3158158391","7541205.082404746","7541205.082404746","7541205.082404746","342186.0298660338","342186.0298660338","342186.0298660338"
"57","752937.1391329295","752937.1391329295","752937.1391329295","689858.0683295876","689858.0683295876","689858.0683295876","198590.24198626753","198590.24198626753","198590.24198626753","647739.0753123404","647739.0753123404","647739.0753123404","3608625.6634571026","3608625.6634571026","3608625.6634571026","395493.11858024413","395493.11858024413","395493.11858024413","8412698.235630473","8412698.235630473","8412698.235630473","370327.3826416807","370327.3826416807","370327.3826416807"
"58","762255.4371080302","762255.4371080302","762255.4371080302","657179.175449285","657179.175449285","657179.175449285","174720.88434603933","174720.88434603933","174720.88434603933","610609.3722267372","610609.3722267372","610609.3722267372","3612850.3097486426","3612850.3097486426","3612850.3097486426","397900.0755025592","397900.0755025592","397900.0755025592","9517372.743755087","9517372.743755087","9517372.743755087","333371.172673335","333371.172673335","333371.172673335"
"59","752223.2949114048","752223.2949114048","752223.2949114048","717615.5092319415","717615.5092319415","717615.5092319415","286881.1907455633","286881.1907455633","286881.1907455633","616135.4020910172","616135.4020910172","616135.4020910172","3573835.7262511514","3573835.7262511514","3573835.7262511514","532487.3666595101","532487.3666595101","532487.3666595101","7878746.934770351","7878746.934770351","7878746.934770351","377976.25749668345","377976.25749668345","377976.25749668345"
"60","746213.3131320196","746213.3131320196","746213.3131320196","702067.5521661435","702067.5521661435","702067.5521661435","230953.17980725708","230953.17980725708","230953.17980725708","585125.774209486","585125.774209486","585125.774209486","3431271.3206431833","3431271.3206431833","3431271.3206431833","395960.96219202655","395960.96219202655","395960.96219202655","8077039.173194794","8077039.173194794","8077039.173194794","1060494.5092262197","1060494.5092262197","1060494.5092262197"
"61","761170.8473088851","761170.8473088851","761170.8473088851","664821.3895692452","664821.3895692452","664821.3895692452","253896.04188311627","253896.04188311627","253896.04188311627","616195.1552599781","616195.1552599781","616195.1552599781","3400515.1647031233","3400515.1647031233","3400515.1647031233","403715.7457871136","403715.7457871136","403715.7457871136","7303368.298865028","7303368.298865028","7303368.298865028","349647.1818552725","349647.1818552725","349647.1818552725"
"62","737661.6230043859","737661.6230043859","737661.6230043859","720005.1705142753","720005.1705142753","720005.1705142753","129265.69769371947","129265.69769371947","129265.69769371947","554840.82008747","554840.82008747","554840.82008747","3503417.2711319327","3503417.2711319327","3503417.2711319327","376158.21623511316","376158.21623511316","376158.21623511316","9337440.10508586","9337440.10508586","9337440.10508586","10310538.581976183","10310538.581976183","10310538.581976183"
"63","760801.9163660996","760801.9163660996","760801.9163660996","690447.7141716891","690447.7141716891","690447.7141716891","231213.71709244218","231213.71709244218","231213.71709244218","600834.8784356603","600834.8784356603","600834.8784356603","3439903.9894800014","3439903.9894800014","3439903.9894800014","299294.78234020976","299294.78234020976","299294.78234020976","8322202.1694129715","8322202.1694129715","8322202.1694129715","354682.6226006027","354682.6226006027","354682.6226006027"
"64","720545.2607534716","720545.2607534716","720545.2607534716","729529.1222217109","729529.1222217109","729529.1222217109","207498.97452651014","207498.97452651014","207498.97452651014","584387.9053206104","584387.9053206104","584387.9053206104","3185515.1570466887","3185515.1570466887","3185515.1570466887","21283.805700328754","21283.805700328754","21283.805700328754","8471955.913680976","8471955.913680976","8471955.913680976","514830.8290793732","514830.8290793732","514830.8290793732"
"65","752247.53377652","752247.53377652","752247.53377652","716081.875698342","716081.875698342","716081.875698342","161961.76167286927","161961.76167286927","161961.76167286927","587837.795871102","587837.795871102","587837.795871102","3444365.5145743648","3444365.5145743648","3444365.5145743648","3583.374189693951","3583.374189693951","3583.374189693951","7969319.541968992","7969319.541968992","7969319.541968992","371703.66590300977","371703.66590300977","371703.66590300977"
"66","777939.1442207173","777939.1442207173","777939.1442207173","694586.7660970724","694586.7660970724","694586.7660970724","284491.23062206584","284491.23062206584","284491.23062206584","551220.9887569194","551220.9887569194","551220.9887569194","3060240.088934095","3060240.088934095","3060240.088934095","2702.549179881542","2702.549179881542","2702.549179881542","8776950.833658965","8776950.833658965","8776950.833658965","487153.4072130678","487153.4072130678","487153.4072130678"
"67","742405.631797869","742405.631797869","742405.631797869","653819.9217993229","653819.9217993229","653819.9217993229","207040.97769939553","207040.97769939553","207040.97769939553","555735.4699217963","555735.4699217963","555735.4699217963","3379931.3646287816","3379931.3646287816","3379931.3646287816","3663.866454698824","3663.866454698824","3663.866454698824","8087075.658825775","8087075.658825775","8087075.658825775","323070.86009858653","323070.86009858653","323070.86009858653"
"68","795546.5430206184","795546.5430206184","795546.5430206184","690222.8395770862","690222.8395770862","690222.8395770862","261842.75790816598","261842.75790816598","261842.75790816598","559114.8414564178","559114.8414564178","559114.8414564178","3421113.5954532097","3421113.5954532097","3421113.5954532097","3806.3207575564547","3806.3207575564547","3806.3207575564547","8989386.840502534","8989386.840502534","8989386.840502534","351589.1638911782","351589.1638911782","351589.1638911782"
"69","769737.2453494183","769737.2453494183","769737.2453494183","696630.8720036035","696630.8720036035","696630.8720036035","173641.4975642661","173641.4975642661","173641.4975642661","565358.2539716417","565358.2539716417","565358.2539716417","3364282.77930091","3364282.77930091","3364282.77930091","3510.8364840906315","3510.8364840906315","3510.8364840906315","7769300.973240848","7769300.973240848","7769300.973240848","362612.4157784724","362612.4157784724","362612.4157784724"
"70","759724.5579865836","759724.5579865836","759724.5579865836","715350.3718294316","715350.3718294316","715350.3718294316","234725.73974268313","234725.73974268313","234725.73974268313","523977.90050333145","523977.90050333145","523977.90050333145","3303665.073642533","3303665.073642533","3303665.073642533","4654.2851380516095","4654.2851380516095","4654.2851380516095","7980454.385316989","7980454.385316989","7980454.385316989","522763.40734652156","522763.40734652156","522763.40734652156"
"71","754991.0955584248","754991.0955584248","754991.0955584248","660687.5886347196","660687.5886347196","660687.5886347196","285777.81859608996","285777.81859608996","285777.81859608996","521315.94320012676","521315.94320012676","521315.94320012676","3600443.094125875","3600443.094125875","3600443.094125875","9298.290625860729","9298.290625860729","9298.290625860729","7720431.507347775","7720431.507347775","7720431.507347775","351590.46759300365","351590.46759300365","351590.46759300365"
"72","737742.6157703145","737742.6157703145","737742.6157703145","698111.4091346272","698111.4091346272","698111.4091346272","216731.94053086694","216731.94053086694","216731.94053086694","530581.7486515271","530581.7486515271","530581.7486515271","3687165.5334457452","3687165.5334457452","3687165.5334457452","9953.164331371487","9953.164331371487","9953.164331371487","8460510.158865592","8460510.158865592","8460510.158865592","4850687.59970816","4850687.59970816","4850687.59970816"
"73","751709.1942358231","751709.1942358231","751709.1942358231","667687.0604576868","667687.0604576868","667687.0604576868","146272.49385063257","146272.49385063257","146272.49385063257","554918.2326354744","554918.2326354744","554918.2326354744","3479481.823945213","3479481.823945213","3479481.823945213","6653.145112534212","6653.145112534212","6653.145112534212","10276612.905152183","10276612.905152183","10276612.905152183","2178709.3406149135","2178709.3406149135","2178709.3406149135"
"74","720618.7837216877","720618.7837216877","720618.7837216877","694520.2041987285","694520.2041987285","694520.2041987285","198071.84097225073","198071.84097225073","198071.84097225073","532032.9625314318","532032.9625314318","532032.9625314318","3481667.0174853066","3481667.0174853066","3481667.0174853066","7669.667482786546","7669.667482786546","7669.667482786546","7661349.118601709","7661349.118601709","7661349.118601709","365263.56622431806","365263.56622431806","365263.56622431806"
"75","781920.7822038879","781920.7822038879","781920.7822038879","649034.8149717975","649034.8149717975","649034.8149717975","178168.70337770035","178168.70337770035","178168.70337770035","557374.253286828","557374.253286828","557374.253286828","3455309.746423456","3455309.746423456","3455309.746423456","14339.2585260197","14339.2585260197","14339.2585260197","8154661.441307886","8154661.441307886","8154661.441307886","347269.2733348005","347269.2733348005","347269.2733348005"
"76","732188.1937882386","732188.1937882386","732188.1937882386","700885.8697606772","700885.8697606772","700885.8697606772","230017.73298823313","230017.73298823313","230017.73298823313","526743.9667438767","526743.9667438767","526743.9667438767","3399714.745556426","3399714.745556426","3399714.745556426","28188.079083331577","28188.079083331577","28188.079083331577","8171211.225375113","8171211.225375113","8171211.225375113","381170.22320320096","381170.22320320096","381170.22320320096"
"77","763669.1183497641","763669.1183497641","763669.1183497641","737254.9734624939","737254.9734624939","737254.9734624939","243112.2298240584","243112.2298240584","243112.2298240584","519006.17606814374","519006.17606814374","519006.17606814374","3528908.0574797657","3528908.0574797657","3528908.0574797657","51658.06751633166","51658.06751633166","51658.06751633166","7766987.224252288","7766987.224252288","7766987.224252288","371316.1927529694","371316.1927529694","371316.1927529694"
"78","791767.897075265","791767.897075265","791767.897075265","670534.4842624307","670534.4842624307","670534.4842624307","133976.98401949485","133976.98401949485","133976.98401949485","542291.1158184416","542291.1158184416","542291.1158184416","3599338.325130403","3599338.325130403","3599338.325130403","45416.21948600099","45416.21948600099","45416.21948600099","8067092.16880211","8067092.16880211","8067092.16880211","380699.0813391602","380699.0813391602","380699.0813391602"
"79","731079.7346397581","731079.7346397581","731079.7346397581","690408.1542872741","690408.1542872741","690408.1542872741","215317.76778784185","215317.76778784185","215317.76778784185","544720.3819665533","544720.3819665533","544720.3819665533","3276532.344326928","3276532.344326928","3276532.344326928","44664.34884034119","44664.34884034119","44664.34884034119","7577022.196258491","7577022.196258491","7577022.196258491","367433.053335318","367433.053335318","367433.053335318"
"80","764332.1537110483","764332.1537110483","764332.1537110483","665716.7240106108","665716.7240106108","665716.7240106108","131134.8455801267","131134.8455801267","131134.8455801267","498804.82569358125","498804.82569358125","498804.82569358125","3618456.5067435605","3618456.5067435605","3618456.5067435605","52281.511424270044","52281.511424270044","52281.511424270044","10257477.848200923","10257477.848200923","10257477.848200923","358397.13948551915","358397.13948551915","358397.13948551915"
"81","747139.1576913891","747139.1576913891","747139.1576913891","668486.7725585136","668486.7725585136","668486.7725585136","150686.7511704013","150686.7511704013","150686.7511704013","532759.3488785351","532759.3488785351","532759.3488785351","3329315.624349518","3329315.624349518","3329315.624349518","54651.355283706005","54651.355283706005","54651.355283706005","8798078.352613375","8798078.352613375","8798078.352613375","363053.0104448191","363053.0104448191","363053.0104448191"
"82","760945.757107591","760945.757107591","760945.757107591","682334.610530974","682334.610530974","682334.610530974","237223.44014451135","237223.44014451135","237223.44014451135","546721.894031686","546721.894031686","546721.894031686","3413146.4250341738","3413146.4250341738","3413146.4250341738","60098.28899813645","60098.28899813645","60098.28899813645","8590843.059884515","8590843.059884515","8590843.059884515","335799.61929774337","335799.61929774337","335799.61929774337"
"83","740562.4652053585","740562.4652053585","740562.4652053585","683617.6333214878","683617.6333214878","683617.6333214878","236552.96595706863","236552.96595706863","236552.96595706863","531937.4063338622","531937.4063338622","531937.4063338622","3471668.705784832","3471668.705784832","3471668.705784832","59594.18732260988","59594.18732260988","59594.18732260988","7395546.960703517","7395546.960703517","7395546.960703517","353040.82471585076","353040.82471585076","353040.82471585076"
"84","779203.6778104267","779203.6778104267","779203.6778104267","693443.1517801508","693443.1517801508","693443.1517801508","247155.21694889123","247155.21694889123","247155.21694889123","541409.8779054031","541409.8779054031","541409.8779054031","3536460.904124144","3536460.904124144","3536460.904124144","56766.787164496745","56766.787164496745","56766.787164496745","7621853.233932253","7621853.233932253","7621853.233932253","350821.7170175356","350821.7170175356","350821.7170175356"
"85","741501.9606554119","741501.9606554119","741501.9606554119","693797.5547084772","693797.5547084772","693797.5547084772","256058.60935621875","256058.60935621875","256058.60935621875","557040.1871017704","557040.1871017704","557040.1871017704","3539837.9891106198","3539837.9891106198","3539837.9891106198","65737.97711575081","65737.97711575081","65737.97711575081","7173289.149052618","7173289.149052618","7173289.149052618","361484.8258243714","361484.8258243714","361484.8258243714"
"86","776397.109847253","776397.109847253","776397.109847253","700519.1949433491","700519.1949433491","700519.1949433491","179240.02126543602","179240.02126543602","179240.02126543602","544098.3136228661","544098.3136228661","544098.3136228661","3516642.5434522056","3516642.5434522056","3516642.5434522056","79885.98647658585","79885.98647658585","79885.98647658585","7752091.144531617","7752091.144531617","7752091.144531617","345835.8421606632","345835.8421606632","345835.8421606632"
